high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,expiry,strike,option_type,T,implied_r
0.0085,0.007,0.0075,ETH-26DEC25-4100-C,0.007,0.008,4939.0,0.007281,1763777713875,-6.25,0.0,413.0,81.15,2766.24,ETH-26DEC25,2758.38,ETH,ETH,8702.1,0.0075,2025-12-26,4100.0,C,0.09308692676249145,-0.20442147308976316
,,,ETH-30JAN26-6500-P,1.2415,1.4675,0.0,1.345358,1763777713875,,0.0,0.0,90.51,2775.292307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,0.0,1.3545,2026-01-30,6500.0,P,0.188911704312115,-0.00019261389215863848
0.0038,0.0014,0.0014,ETH-24NOV25-3075-C,0.0007,0.001,82.0,0.000827,1763777713875,-63.1579,0.0,16.0,75.63,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,107.87,0.00085,2025-11-24,3075.0,C,0.0054757015742642025,
0.0065,0.0045,0.0045,ETH-5DEC25-2000-P,0.004,0.0042,269.0,0.004123,1763777713875,-25.0,0.0,270.0,106.71,2761.53,ETH-5DEC25,2758.38,ETH,ETH,4382.27,0.0041,2025-12-05,2000.0,P,0.03559206023271732,-1.25742947353956
,,0.29,ETH-27MAR26-5500-P,0.8945,1.1145,5.0,0.9918,1763777713875,,0.0,0.0,79.29,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,1.0045,2026-03-27,5500.0,P,0.34223134839151265,0.00015065361183123126
0.023,0.017,0.018,ETH-12DEC25-3300-C,0.018,0.0185,695.0,0.018255,1763777713875,-20.0,0.0,423.0,78.78,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,23001.82,0.01825,2025-12-12,3300.0,C,0.05475701574264202,-0.3066226504884465
0.0038,0.0024,0.0024,ETH-5DEC25-3750-C,0.0024,0.0028,354.0,0.002552,1763777713875,-36.8421,0.0,89.0,87.67,2761.53,ETH-5DEC25,2758.38,ETH,ETH,813.18,0.0026,2025-12-05,3750.0,C,0.03559206023271732,-1.5178587586790606
0.1168,0.105,0.1168,ETH-30JAN26-2900-C,0.1095,0.1115,1363.0,0.110326,1763777713875,8.6512,0.0,929.0,74.4,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,288528.61,0.1105,2026-01-30,2900.0,C,0.188911704312115,-0.010762421860463727
0.0027,0.002,0.002,ETH-30JAN26-7000-C,0.0022,0.0028,871.0,0.002456,1763777713875,-25.9259,0.0,732.0,93.14,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,4490.96,0.0025,2026-01-30,7000.0,C,0.188911704312115,-0.08231914709118236
0.137,0.115,0.115,ETH-27MAR26-2500-P,0.1155,0.118,8229.0,0.116903,1763777713875,-16.0584,0.0,969.0,74.53,2789.74,ETH-27MAR26,2758.38,ETH,ETH,320025.53,0.11675,2026-03-27,2500.0,P,0.34223134839151265,-0.004036583086222829
0.0305,0.0285,0.0305,ETH-25NOV25-2675-P,0.0175,0.0185,73.0,0.017752,1763777713875,7.0175,0.0,73.0,82.76,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,6021.55,0.018,2025-11-25,2675.0,P,0.008213552361396304,-7.80728439789673
,,0.0133,ETH-26JUN26-11000-C,0.009,0.0105,1057.0,0.009562,1763777713875,,0.0,0.0,86.74,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.00975,2026-06-26,11000.0,C,0.5913757700205339,-0.010522433147013023
0.121,0.121,0.121,ETH-25SEP26-4500-C,0.121,0.125,1.0,0.122937,1763777713875,0.0,0.0,1.0,74.0,2842.28,ETH-25SEP26,2758.38,ETH,ETH,331.64,0.123,2026-09-25,4500.0,C,0.840520191649555,-0.0019477447624892206
0.0511,0.028,0.028,ETH-27MAR26-5000-C,0.0275,0.029,6821.0,0.02821,1763777713875,-8.1967,0.0,416.0,77.62,2789.74,ETH-27MAR26,2758.38,ETH,ETH,44842.63,0.02825,2026-03-27,5000.0,C,0.34223134839151265,-0.014588696705230372
0.1205,0.0915,0.104,ETH-12DEC25-2600-C,0.1065,0.109,1076.0,0.107337,1763777713875,-13.6929,0.0,1301.0,81.48,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,355227.73,0.10775,2025-12-12,2600.0,C,0.05475701574264202,-0.06638769589239929
,,,ETH-28NOV25-7500-P,,,0.0,1.717353,1763777713875,,0.0,0.0,179.91,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,,2025-11-28,7500.0,P,0.01642710472279261,0.014989255381902919
,,0.7815,ETH-26DEC25-6000-P,1.162,1.1775,852.0,1.169793,1763777713875,,0.0,0.0,102.14,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,1.16975,2025-12-26,6000.0,P,0.09308692676249145,0.002863122557621064
,,,ETH-5DEC25-4400-P,,,0.0,0.59401,1763777713875,,0.0,0.0,102.51,2761.53,ETH-5DEC25,2758.38,ETH,ETH,0.0,,2025-12-05,4400.0,P,0.03559206023271732,-0.0021694356524820375
0.047,0.039,0.039,ETH-25NOV25-2725-C,0.036,0.037,42.0,0.036596,1763777713875,-17.0213,0.0,58.0,80.32,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,7213.31,0.0365,2025-11-25,2725.0,C,0.008213552361396304,-3.630064295307701
0.0575,0.038,0.0425,ETH-28NOV25-2650-P,0.0265,0.028,161.0,0.027199,1763777713875,-4.4944,0.0,163.0,86.73,2759.8,ETH-28NOV25,2758.38,ETH,ETH,20911.56,0.02725,2025-11-28,2650.0,P,0.01642710472279261,-1.7887707367428511
0.0535,0.049,0.049,ETH-25SEP26-7000-C,0.0515,0.054,279.0,0.052509,1763777713875,-8.4112,0.0,6.0,77.66,2842.28,ETH-25SEP26,2758.38,ETH,ETH,821.28,0.05275,2026-09-25,7000.0,C,0.840520191649555,-0.0035598855303333402
,,0.155,ETH-28NOV25-3450-P,0.2485,0.2545,1225.0,0.2515,1763777713875,,0.0,0.0,90.52,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.2515,2025-11-28,3450.0,P,0.01642710472279261,0.0048101839898240075
,,,ETH-25NOV25-2900-P,0.053,0.063,0.0,0.061876,1763777713875,,0.0,0.0,76.91,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,0.0,0.058,2025-11-25,2900.0,P,0.008213552361396304,-1.8857265058231032
,,,ETH-25SEP26-11000-P,2.7085,3.114,0.0,2.890992,1763777713875,,0.0,0.0,82.81,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,2.91125,2026-09-25,11000.0,P,0.840520191649555,9.491518271869785e-05
,,0.6215,ETH-28NOV25-6500-P,1.3495,1.36,165.0,1.35505,1763777713875,,0.0,0.0,179.9,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,1.35475,2025-11-28,6500.0,P,0.01642710472279261,0.016343096986716578
,,0.71,ETH-28NOV25-8000-P,,,3.0,1.898509,1763777713875,,0.0,0.0,179.91,2759.8,ETH-28NOV25,2758.38,ETH,ETH,0.0,,2025-11-28,8000.0,P,0.01642710472279261,0.008077594312545195
,,0.0065,ETH-26JUN26-13000-C,0.0055,0.007,2847.0,0.00614,1763777713876,,0.0,0.0,88.85,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.00625,2026-06-26,13000.0,C,0.5913757700205339,-0.011550656959448341
0.144,0.1325,0.1415,ETH-27MAR26-3000-C,0.141,0.1435,1970.0,0.142376,1763777713876,1.0714,0.0,230.0,73.79,2789.74,ETH-27MAR26,2758.38,ETH,ETH,88691.56,0.14225,2026-03-27,3000.0,C,0.34223134839151265,-0.005519422454977969
0.005,0.004,0.004,ETH-26JUN26-15000-C,0.0041,0.005,2574.0,0.004559,1763777713876,-20.0,0.0,87.0,91.63,2812.38,ETH-26JUN26,2758.38,ETH,ETH,1015.27,0.00455,2026-06-26,15000.0,C,0.5913757700205339,-0.012440562835792266
,,0.4665,ETH-27MAR26-4500-P,0.641,0.662,2601.0,0.653157,1763777713876,,0.0,0.0,76.03,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,0.6515,2026-03-27,4500.0,P,0.34223134839151265,-0.00014679904559446497
,,0.6155,ETH-27MAR26-1300-C,0.5435,0.546,99.0,0.544444,1763777713876,,0.0,0.0,87.8,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,0.54475,2026-03-27,1300.0,C,0.34223134839151265,-0.0004989407875529289
0.3915,0.343,0.385,ETH-27MAR26-3500-P,0.3355,0.3535,10429.0,0.34577,1763777713876,12.2449,0.0,30.0,73.9,2789.74,ETH-27MAR26,2758.38,ETH,ETH,30437.85,0.3445,2026-03-27,3500.0,P,0.34223134839151265,-0.0010856521010827284
,,0.84,ETH-28NOV25-5500-P,0.9875,0.9965,769.0,0.992792,1763777713876,,0.0,0.0,167.13,2759.8,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.992,2025-11-28,5500.0,P,0.01642710472279261,0.009682498004980961
0.0004,0.0001,0.0003,ETH-28NOV25-4500-C,0.0001,0.0002,11394.0,0.000172,1763777713876,50.0,0.0,284.0,133.78,2759.8,ETH-28NOV25,2758.38,ETH,ETH,216.6,0.00015,2025-11-28,4500.0,C,0.01642710472279261,
0.0405,0.04,0.0405,ETH-25SEP26-8000-C,0.039,0.0415,881.0,0.040209,1763777713876,1.25,0.0,8.0,79.09,2842.28,ETH-25SEP26,2758.38,ETH,ETH,872.42,0.04025,2026-09-25,8000.0,C,0.840520191649555,-0.003629459351028479
,,0.0135,ETH-26JUN26-10000-C,0.011,0.013,1742.0,0.011966,1763777713876,,0.0,0.0,85.18,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.012,2026-06-26,10000.0,C,0.5913757700205339,-0.00914239255134807
0.0065,0.005,0.006,ETH-26DEC25-4300-C,0.005,0.006,4627.0,0.005329,1763777713876,-7.6923,0.0,438.0,83.12,2766.24,ETH-26DEC25,2758.38,ETH,ETH,7658.06,0.0055,2025-12-26,4300.0,C,0.09308692676249145,-0.2277763258065239
0.062,0.062,0.062,ETH-26JUN26-5200-C,0.058,0.0605,473.0,0.058808,1763777713876,0.0,0.0,1.0,76.14,2812.56,ETH-26JUN26,2758.38,ETH,ETH,172.52,0.05925,2026-06-26,5200.0,C,0.5913757700205339,-0.004291688044295863
0.0006,0.0002,0.0003,ETH-28NOV25-4200-C,0.0002,0.0003,14442.0,0.000278,1763777713876,50.0,0.0,9506.0,122.89,2759.61,ETH-28NOV25,2758.38,ETH,ETH,8416.21,0.00025,2025-11-28,4200.0,C,0.01642710472279261,
0.0305,0.024,0.0245,ETH-30JAN26-4000-C,0.026,0.0275,4373.0,0.026576,1763777713876,-19.6721,0.0,1582.0,75.8,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,114611.63,0.02675,2026-01-30,4000.0,C,0.188911704312115,-0.03298446479113378
0.0055,0.0009,0.0009,ETH-23NOV25-2975-C,0.0003,0.0006,92.0,0.000392,1763777713876,-83.6364,0.0,79.0,66.45,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,693.63,0.00045,2025-11-23,2975.0,C,0.0027378507871321013,
,,0.5245,ETH-25SEP26-4200-P,0.5175,0.752,517.0,0.617036,1763777713876,,0.0,0.0,73.69,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.63475,2026-09-25,4200.0,P,0.840520191649555,-7.682951520494985e-06
,,1.75,ETH-27MAR26-10000-P,2.429,2.769,10.0,2.587402,1763777713876,,0.0,0.0,92.76,2789.56,ETH-27MAR26,2758.38,ETH,ETH,0.0,2.599,2026-03-27,10000.0,P,0.34223134839151265,0.0005839246958837049
0.0002,0.0001,0.0001,ETH-28NOV25-6500-C,,0.0001,7627.0,1.2e-05,1763777713876,0.0,0.0,1476.0,179.9,2759.61,ETH-28NOV25,2758.38,ETH,ETH,794.95,,2025-11-28,6500.0,C,0.01642710472279261,
0.0405,0.0355,0.0395,ETH-27MAR26-4600-C,0.0365,0.0385,2458.0,0.037426,1763777713876,-2.4691,0.0,44.0,76.37,2789.56,ETH-27MAR26,2758.38,ETH,ETH,4632.54,0.0375,2026-03-27,4600.0,C,0.34223134839151265,-0.013431141142533144
0.2,0.1745,0.1745,ETH-30JAN26-3000-P,0.172,0.179,1901.0,0.177793,1763777713876,-9.1146,0.0,1961.0,74.16,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,1010296.49,0.1755,2026-01-30,3000.0,P,0.188911704312115,-0.009601870346716277
0.1275,0.117,0.1245,ETH-26JUN26-3800-C,0.121,0.124,580.0,0.122421,1763777713876,6.4103,0.0,225.0,73.92,2812.56,ETH-26JUN26,2758.38,ETH,ETH,77854.41,0.1225,2026-06-26,3800.0,C,0.5913757700205339,-0.002629382379859829
0.064,0.0525,0.0573,ETH-12DEC25-2600-P,0.048,0.049,1243.0,0.048364,1763777713876,9.1429,0.0,533.0,81.48,2763.8999999999996,SYN.ETH-12DEC25,2758.38,ETH,ETH,82701.43,0.0485,2025-12-12,2600.0,P,0.05475701574264202,-0.21794384165660663
,,0.49,ETH-26DEC25-4500-P,0.6245,0.636,5002.0,0.630734,1763777713876,,0.0,0.0,85.65,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.63025,2025-12-26,4500.0,P,0.09308692676249145,0.001022908844797175
,,0.313,ETH-26JUN26-2600-C,0.254,0.2575,1310.0,0.25543,1763777713876,,0.0,0.0,73.97,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.25575,2026-06-26,2600.0,C,0.5913757700205339,-0.001302659915153675
,,0.4995,ETH-26DEC25-6400-P,1.213,1.4275,33.0,1.31414,1763777713876,,0.0,0.0,105.9,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,1.32025,2025-12-26,6400.0,P,0.09308692676249145,0.0015553348690360146
0.0125,0.01,0.0105,ETH-30JAN26-1600-P,0.01,0.011,84.0,0.010499,1763777713876,-16.0,0.0,85.0,89.69,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,2387.29,0.0105,2026-01-30,1600.0,P,0.188911704312115,-0.04816762475345376
0.1595,0.159,0.1595,ETH-5DEC25-3200-P,0.1695,0.176,350.0,0.172737,1763777713876,0.0,0.0,3.0,78.92,2761.53,ETH-5DEC25,2758.38,ETH,ETH,1339.11,0.17275,2025-12-05,3200.0,P,0.03559206023271732,-0.05981891431446912
0.0295,0.022,0.0275,ETH-12DEC25-3200-C,0.0235,0.0245,993.0,0.024096,1763777713876,-1.7857,0.0,1015.0,78.51,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,73029.04,0.024,2025-12-12,3200.0,C,0.05475701574264202,-0.2616549322675392
,,0.567,ETH-28NOV25-7000-P,1.5295,1.541,116.0,1.536198,1763777713876,,0.0,0.0,179.91,2759.8,ETH-28NOV25,2758.38,ETH,ETH,0.0,1.53525,2025-11-28,7000.0,P,0.01642710472279261,0.008713370520625378
0.047,0.0195,0.0245,ETH-24NOV25-2750-P,0.0205,0.022,509.0,0.020961,1763777713876,25.641,0.0,601.0,72.31,2760.2745487087027,SYN.ETH-24NOV25,2758.38,ETH,ETH,42053.9,0.02125,2025-11-24,2750.0,P,0.0054757015742642025,
0.0003,0.0001,0.0001,ETH-23NOV25-3400-C,,0.0002,292.0,2.1e-05,1763777713876,-66.6667,0.0,92.0,116.05,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,56.87,,2025-11-23,3400.0,C,0.0027378507871321013,
0.03,0.0145,0.021,ETH-23NOV25-2750-C,0.0155,0.017,233.0,0.016263,1763777713876,-8.6957,0.0,264.0,62.95,2759.9681878946058,SYN.ETH-23NOV25,2758.38,ETH,ETH,14112.65,0.01625,2025-11-23,2750.0,C,0.0027378507871321013,
0.1515,0.1055,0.136,ETH-28NOV25-3100-P,0.1275,0.1335,1587.0,0.130781,1763777713876,28.91,0.0,30.0,80.56,2759.61,ETH-28NOV25,2758.38,ETH,ETH,10268.84,0.1305,2025-11-28,3100.0,P,0.01642710472279261,-0.14714569637471117
0.055,0.055,0.055,ETH-26JUN26-5400-C,0.0525,0.055,442.0,0.053644,1763777713876,0.0,0.0,5.0,76.53,2812.56,ETH-26JUN26,2758.38,ETH,ETH,760.36,0.05375,2026-06-26,5400.0,C,0.5913757700205339,-0.004639452279643594
,,0.42,ETH-26DEC25-1700-C,0.3895,0.393,866.0,0.390821,1763777713876,,0.0,0.0,98.67,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.39125,2025-12-26,1700.0,C,0.09308692676249145,-0.005189844459573471
,,,ETH-5DEC25-2650-C,0.0825,0.0845,0.0,0.083323,1763777713876,,0.0,0.0,82.05,2761.3,ETH-5DEC25,2758.38,ETH,ETH,0.0,0.0835,2025-12-05,2650.0,C,0.03559206023271732,-0.20384296645150873
0.1215,0.0763,0.088,ETH-5DEC25-2900-P,0.087,0.0905,15661.0,0.089621,1763777713876,15.3342,0.0,892.0,78.82,2761.3,ETH-5DEC25,2758.38,ETH,ETH,230186.25,0.08875,2025-12-05,2900.0,P,0.03559206023271732,-0.1526643825832906
0.282,0.271,0.271,ETH-12DEC25-2000-C,0.2745,0.298,3.0,0.283673,1763777713876,-3.9007,0.0,3.0,99.26,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,2277.86,0.28625,2025-12-12,2000.0,C,0.05475701574264202,-0.008353667303504494
,,0.5025,ETH-28NOV25-4200-P,0.518,0.525,3579.0,0.521995,1763777713876,,0.0,0.0,122.89,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.5215,2025-11-28,4200.0,P,0.01642710472279261,0.02195466745227623
0.1345,0.107,0.1195,ETH-5DEC25-3000-P,0.1115,0.1155,1598.0,0.114821,1763777713876,11.6822,0.0,49.0,78.8,2761.53,ETH-5DEC25,2758.38,ETH,ETH,16493.42,0.1135,2025-12-05,3000.0,P,0.03559206023271732,-0.12334431336929932
0.0335,0.0335,0.0335,ETH-25SEP26-8500-C,0.0345,0.037,787.0,0.035569,1763777713876,0.0,0.0,1.0,79.75,2842.1,ETH-25SEP26,2758.38,ETH,ETH,88.79,0.03575,2026-09-25,8500.0,C,0.840520191649555,-0.00419465031639127
0.155,0.155,0.155,ETH-23NOV25-3150-P,0.002,,1.0,0.141855,1763777713876,0.0,0.0,1.0,84.48,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,422.65,,2025-11-23,3150.0,P,0.0027378507871321013,-0.3468924428564757
0.0001,0.0001,0.0001,ETH-26DEC25-500-P,,0.0002,13046.0,1e-06,1763777713876,0.0,0.0,1.0,140.88,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.27,,2025-12-26,500.0,P,0.09308692676249145,3.5987870543139913
,,,ETH-25SEP26-4500-P,0.602,0.846,0.0,0.706044,1763777713876,,0.0,0.0,74.0,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.724,2026-09-25,4500.0,P,0.840520191649555,-0.00012150739212167056
0.0105,0.0095,0.01,ETH-30JAN26-5000-C,0.009,0.01,1528.0,0.009468,1763777713876,-4.7619,0.0,13.0,81.4,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,354.35,0.0095,2026-01-30,5000.0,C,0.188911704312115,-0.05304116312485387
,,,ETH-23NOV25-2500-C,0.072,0.1235,0.0,0.094707,1763777713876,,0.0,0.0,97.21,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,0.0,0.09775,2025-11-23,2500.0,C,0.0027378507871321013,-1.2970108694487814
0.0001,0.0001,0.0001,ETH-28NOV25-5200-C,,0.0002,8880.0,6.7e-05,1763777713876,0.0,0.0,10.0,154.92,2759.8,ETH-28NOV25,2758.38,ETH,ETH,2.74,,2025-11-28,5200.0,C,0.01642710472279261,
0.011,0.008,0.009,ETH-12DEC25-3600-C,0.008,0.009,633.0,0.008418,1763777713876,-18.1818,0.0,363.0,81.58,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,8123.62,0.0085,2025-12-12,3600.0,C,0.05475701574264202,-0.44257310756304685
,,0.009,ETH-26JUN26-12000-C,0.007,0.0085,3347.0,0.007629,1763777713876,,0.0,0.0,87.89,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.00775,2026-06-26,12000.0,C,0.5913757700205339,-0.01143929906991957
0.2035,0.1793,0.1909,ETH-25SEP26-2500-P,0.19,0.194,2550.0,0.191887,1763777713876,6.4696,0.0,1233.0,73.41,2842.1,ETH-25SEP26,2758.38,ETH,ETH,642326.51,0.192,2026-09-25,2500.0,P,0.840520191649555,-0.0006655769937001061
0.0145,0.014,0.014,ETH-25SEP26-13000-C,0.014,0.016,1665.0,0.014923,1763777713876,-3.4483,0.0,289.0,84.68,2842.28,ETH-25SEP26,2758.38,ETH,ETH,10879.87,0.015,2026-09-25,13000.0,C,0.840520191649555,-0.0057259864149480505
,,,ETH-25SEP26-7200-P,1.448,1.7575,0.0,1.582623,1763777713876,,0.0,0.0,77.96,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.60275,2026-09-25,7200.0,P,0.840520191649555,4.993601915682963e-05
0.179,0.1685,0.179,ETH-26JUN26-3200-C,0.174,0.177,260.0,0.175521,1763777713876,4.3732,0.0,48.0,73.61,2812.56,ETH-26JUN26,2758.38,ETH,ETH,21878.43,0.1755,2026-06-26,3200.0,C,0.5913757700205339,-0.002012854305286194
,,0.1915,ETH-26DEC25-5100-P,0.764,0.9405,68.0,0.845588,1763777713876,,0.0,0.0,92.56,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.85225,2025-12-26,5100.0,P,0.09308692676249145,0.0029713660312877554
0.5255,0.5255,0.5255,ETH-28NOV25-4300-P,0.5545,0.5615,4225.0,0.558125,1763777713876,0.0,0.0,1.0,123.06,2759.61,ETH-28NOV25,2758.38,ETH,ETH,1476.18,0.558,2025-11-28,4300.0,P,0.01642710472279261,0.02286913141471591
0.006,0.006,0.006,ETH-26JUN26-14000-C,0.0048,0.006,3026.0,0.005271,1763777713876,0.0,0.0,2.0,90.32,2812.56,ETH-26JUN26,2758.38,ETH,ETH,32.94,0.0054,2026-06-26,14000.0,C,0.5913757700205339,-0.011792549824608678
0.0031,0.0003,0.0003,ETH-23NOV25-3050-C,0.0002,0.0003,209.0,0.000225,1763777713876,-90.3226,0.0,217.0,77.84,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,942.27,0.00025,2025-11-23,3050.0,C,0.0027378507871321013,
0.513,0.513,0.513,ETH-26DEC25-4100-P,0.483,0.494,3218.0,0.489298,1763777713876,0.0,0.0,1.0,81.15,2766.24,ETH-26DEC25,2758.38,ETH,ETH,1394.14,0.4885,2025-12-26,4100.0,P,0.09308692676249145,4.488395868025691e-05
0.032,0.022,0.022,ETH-24NOV25-2750-C,0.0235,0.0245,354.0,0.024225,1763777713876,-31.25,0.0,379.0,72.31,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,27625.74,0.024,2025-11-24,2750.0,C,0.0054757015742642025,-9.284013008319503
0.029,0.029,0.029,ETH-25NOV25-2775-C,0.026,0.027,4.0,0.026701,1763777713876,0.0,0.0,4.0,78.22,2760.4909115315268,SYN.ETH-25NOV25,2758.38,ETH,ETH,320.77,0.0265,2025-11-25,2775.0,C,0.008213552361396304,-4.185147660126515
0.0022,0.0018,0.0019,ETH-26DEC25-5200-C,0.0018,0.0023,14686.0,0.001933,1763777713876,5.5556,0.0,123.0,93.84,2766.24,ETH-26DEC25,2758.38,ETH,ETH,616.81,0.00205,2025-12-26,5200.0,C,0.09308692676249145,-0.3085992211705413
0.0033,0.0003,0.0003,ETH-23NOV25-2300-P,,0.0002,410.0,0.000162,1763777713876,-84.2105,0.0,426.0,127.74,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,1358.16,,2025-11-23,2300.0,P,0.0027378507871321013,
,,0.073,ETH-25SEP26-6400-C,0.0615,0.0645,310.0,0.062648,1763777713876,,0.0,0.0,76.75,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.063,2026-09-25,6400.0,C,0.840520191649555,-0.0031070256323343904
,,,ETH-30JAN26-4800-P,0.659,0.842,0.0,0.740945,1763777713876,,0.0,0.0,80.24,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,0.0,0.7505,2026-01-30,4800.0,P,0.188911704312115,-0.0018590194426178729
0.037,0.028,0.0285,ETH-24NOV25-2725-P,0.017,0.0175,28.0,0.017259,1763777713876,-22.973,0.0,28.0,73.73,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,2197.26,0.01725,2025-11-24,2725.0,P,0.0054757015742642025,
0.006,0.0034,0.004,ETH-24NOV25-2975-C,0.0021,0.0025,82.0,0.002287,1763777713876,-33.3333,0.0,15.0,70.63,2760.420956268834,SYN.ETH-24NOV25,2758.38,ETH,ETH,202.14,0.0023,2025-11-24,2975.0,C,0.0054757015742642025,
0.001,0.001,0.001,ETH-26DEC25-6000-C,0.0008,0.0013,82055.0,0.000988,1763777713876,0.0,0.0,2036.0,102.14,2766.24,ETH-26DEC25,2758.38,ETH,ETH,5479.63,0.00105,2025-12-26,6000.0,C,0.09308692676249145,-0.3643307382234593
0.113,0.081,0.081,ETH-28NOV25-2950-P,0.083,0.087,537.0,0.086185,1763777713876,-23.5849,0.0,46.0,80.42,2759.61,ETH-28NOV25,2758.38,ETH,ETH,13395.05,0.085,2025-11-28,2950.0,P,0.01642710472279261,-0.40567200679913074
0.0875,0.075,0.081,ETH-27MAR26-2200-P,0.072,0.074,3265.0,0.072919,1763777713876,-7.4286,0.0,109.0,75.83,2789.56,ETH-27MAR26,2758.38,ETH,ETH,24059.67,0.073,2026-03-27,2200.0,P,0.34223134839151265,-0.005106830235882971
0.162,0.125,0.1415,ETH-26DEC25-2500-C,0.1465,0.149,5404.0,0.147633,1763777713876,-11.5625,0.0,81.0,78.95,2766.24,ETH-26DEC25,2758.38,ETH,ETH,34026.6,0.14775,2025-12-26,2500.0,C,0.09308692676249145,-0.026867788468099355
,,0.3835,ETH-25SEP26-3500-P,0.3345,0.545,864.0,0.422499,1763777713876,,0.0,0.0,73.22,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.43975,2026-09-25,3500.0,P,0.840520191649555,-0.0003240736928415233
0.3135,0.2645,0.2755,ETH-27MAR26-3200-P,0.2585,0.2715,1547.0,0.26597,1763777713876,4.1588,0.0,43.0,73.71,2789.74,ETH-27MAR26,2758.38,ETH,ETH,33483.64,0.265,2026-03-27,3200.0,P,0.34223134839151265,-0.0015948264740159002
,,0.0745,ETH-25SEP26-6500-C,0.0595,0.0625,185.0,0.060701,1763777713876,,0.0,0.0,76.88,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.061,2026-09-25,6500.0,C,0.840520191649555,-0.003023485434747104
0.016,0.012,0.012,ETH-24NOV25-2675-P,0.011,0.012,195.0,0.011626,1763777713876,-25.0,0.0,195.0,77.41,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,7118.72,0.0115,2025-11-24,2675.0,P,0.0054757015742642025,
0.005,0.0045,0.0045,ETH-30JAN26-6000-C,0.0042,0.0049,2469.0,0.004451,1763777713876,-10.0,0.0,355.0,87.63,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,4269.74,0.00455,2026-01-30,6000.0,C,0.188911704312115,-0.06875346045792655
