high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,expiry,strike,option_type,T,implied_r
0.1725,0.1395,0.166,ETH-5DEC25-3150-P,0.1535,0.161,333.0,0.157442,1763777713878,14.4828,0.0,27.0,78.83,2761.53,ETH-5DEC25,2758.38,ETH,ETH,11842.44,0.15725,2025-12-05,3150.0,P,0.03559206023271732,-0.07189803680857956
0.0245,0.0245,0.0245,ETH-26JUN26-7500-C,0.0235,0.025,551.0,0.024139,1763777713878,0.0,0.0,61.0,80.87,2812.38,ETH-26JUN26,2758.38,ETH,ETH,4076.79,0.02425,2026-06-26,7500.0,C,0.5913757700205339,-0.007394559121766705
0.0036,0.0032,0.0035,ETH-27MAR26-10000-C,0.0029,0.0036,2691.0,0.00316,1763777713878,2.9412,0.0,425.0,92.76,2789.56,ETH-27MAR26,2758.38,ETH,ETH,3922.31,0.00325,2026-03-27,10000.0,C,0.34223134839151265,-0.033127510734296366
0.0019,0.0011,0.0011,ETH-28NOV25-3600-C,0.0008,0.0011,10407.0,0.000926,1763777713878,-42.1053,0.0,827.0,96.65,2759.8,ETH-28NOV25,2758.38,ETH,ETH,3706.05,0.00095,2025-11-28,3600.0,C,0.01642710472279261,-8.517531834278817
0.0005,0.0002,0.0003,ETH-28NOV25-4400-C,0.0001,0.0003,8567.0,0.000177,1763777713878,0.0,0.0,7133.0,128.67,2759.61,ETH-28NOV25,2758.38,ETH,ETH,6222.06,0.0002,2025-11-28,4400.0,C,0.01642710472279261,
0.123,0.092,0.1145,ETH-28NOV25-3050-P,0.112,0.1175,2741.0,0.115208,1763777713878,24.4565,0.0,49.0,80.54,2759.61,ETH-28NOV25,2758.38,ETH,ETH,14431.27,0.11475,2025-11-28,3050.0,P,0.01642710472279261,-0.21372740249751992
,,0.296,ETH-5DEC25-4000-P,,0.525,1.0,0.44989,1763777713878,,0.0,0.0,93.17,2761.53,ETH-5DEC25,2758.38,ETH,ETH,0.0,,2025-12-05,4000.0,P,0.03559206023271732,-0.005175402352604482
0.093,0.0565,0.0645,ETH-26DEC25-2600-P,0.064,0.0655,14239.0,0.064962,1763777713878,12.1739,0.0,1357.0,77.79,2766.24,ETH-26DEC25,2758.38,ETH,ETH,267466.29,0.06475,2025-12-26,2600.0,P,0.09308692676249145,-0.048935609840440424
0.282,0.213,0.2395,ETH-28NOV25-3400-P,0.23,0.2365,13779.0,0.233646,1763777713878,12.4413,0.0,160.0,88.14,2759.61,ETH-28NOV25,2758.38,ETH,ETH,108364.5,0.23325,2025-11-28,3400.0,P,0.01642710472279261,-0.0005560331113012648
,,,ETH-24NOV25-2300-C,0.141,0.1995,0.0,0.167217,1763777713878,,0.0,0.0,119.7,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,0.0,0.17025,2025-11-24,2300.0,C,0.0054757015742642025,-0.20689655439671986
,,,ETH-25SEP26-6000-P,1.0605,1.3425,0.0,1.181883,1763777713878,,0.0,0.0,76.13,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.2015,2026-09-25,6000.0,P,0.840520191649555,-9.52940428379019e-06
,,0.2995,ETH-27MAR26-5800-P,0.9955,1.2215,15.0,1.09597,1763777713878,,0.0,0.0,80.28,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,1.1085,2026-03-27,5800.0,P,0.34223134839151265,0.0002078678007362013
0.0155,0.0155,0.0155,ETH-26JUN26-9000-C,0.0145,0.0165,9124.0,0.015462,1763777713878,0.0,0.0,1.0,83.57,2812.56,ETH-26JUN26,2758.38,ETH,ETH,41.59,0.0155,2026-06-26,9000.0,C,0.5913757700205339,-0.00796903019497118
0.024,0.011,0.0135,ETH-28NOV25-3000-C,0.0125,0.0135,16463.0,0.013354,1763777713878,-43.75,0.0,9439.0,80.47,2759.8,ETH-28NOV25,2758.38,ETH,ETH,453628.14,0.013,2025-11-28,3000.0,C,0.01642710472279261,-3.0148064734657423
,,,ETH-24NOV25-3075-P,0.0665,0.1715,0.0,0.115359,1763777713878,,0.0,0.0,75.63,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,0.0,0.119,2025-11-24,3075.0,P,0.0054757015742642025,-0.5182888425147851
0.0155,0.009,0.0105,ETH-25NOV25-2900-C,0.01,0.011,1534.0,0.010848,1763777713878,-12.5,0.0,1857.0,76.91,2760.149755301179,SYN.ETH-25NOV25,2758.38,ETH,ETH,68641.57,0.0105,2025-11-25,2900.0,C,0.008213552361396304,-9.321662825129936
0.035,0.0315,0.035,ETH-24NOV25-2725-C,0.029,0.0305,60.0,0.029584,1763777713878,11.1111,0.0,64.0,73.73,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,5755.75,0.02975,2025-11-24,2725.0,C,0.0054757015742642025,-7.48354856096696
0.037,0.0075,0.0075,ETH-23NOV25-2700-P,0.0065,0.0075,495.0,0.007075,1763777713878,-16.6667,0.0,465.0,67.18,2759.3402974526534,SYN.ETH-23NOV25,2758.38,ETH,ETH,24751.18,0.007,2025-11-23,2700.0,P,0.0027378507871321013,
,,0.3875,ETH-26DEC25-1900-C,0.322,0.3255,2644.0,0.323005,1763777713878,,0.0,0.0,91.91,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.32375,2025-12-26,1900.0,C,0.09308692676249145,-0.006744443355249792
,,0.466,ETH-26DEC25-6200-P,1.144,1.3525,36.0,1.241945,1763777713878,,0.0,0.0,103.92,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,1.24825,2025-12-26,6200.0,P,0.09308692676249145,0.0028271258194569777
0.206,0.188,0.188,ETH-26JUN26-2600-P,0.1775,0.1815,11818.0,0.179855,1763777713878,-6.0,0.0,6417.0,73.97,2812.38,ETH-26JUN26,2758.38,ETH,ETH,3373567.26,0.1795,2026-06-26,2600.0,P,0.5913757700205339,-0.0015421373544097518
,,,ETH-25SEP26-7400-P,1.5135,1.8275,0.0,1.650329,1763777713878,,0.0,0.0,78.24,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.6705,2026-09-25,7400.0,P,0.840520191649555,5.0244872632944225e-05
0.9,0.75,0.804,ETH-26DEC25-5000-P,0.803,0.81,3250.0,0.809763,1763777713878,6.4901,0.0,472.0,91.98,2766.24,ETH-26DEC25,2758.38,ETH,ETH,1064714.11,0.8065,2025-12-26,5000.0,P,0.09308692676249145,0.0013833501967835241
0.0007,0.0004,0.0004,ETH-28NOV25-4000-C,0.0002,0.0005,47216.0,0.00032,1763777713878,0.0,0.0,77.0,112.11,2759.8,ETH-28NOV25,2758.38,ETH,ETH,114.03,0.00035,2025-11-28,4000.0,C,0.01642710472279261,
0.0145,0.0012,0.0012,ETH-23NOV25-2500-P,0.0007,0.0011,725.0,0.000896,1763777713878,-58.6207,0.0,946.0,97.21,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,13922.44,0.0009,2025-11-23,2500.0,P,0.0027378507871321013,
0.212,0.212,0.212,ETH-24NOV25-3300-P,0.002,,1.0,0.196253,1763777713878,0.0,0.0,1.0,92.26,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,577.81,,2025-11-24,3300.0,P,0.0054757015742642025,-0.15724046842259232
0.0725,0.0725,0.0725,ETH-24NOV25-2975-P,0.0775,0.083,235.0,0.080574,1763777713878,0.0,0.0,18.0,70.63,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,3649.38,0.08025,2025-11-24,2975.0,P,0.0054757015742642025,-1.272785001463613
,,0.8485,ETH-27MAR26-8000-P,1.744,2.0265,6.0,1.873519,1763777713878,,0.0,0.0,87.37,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,1.88525,2026-03-27,8000.0,P,0.34223134839151265,0.0003141915262430037
,,0.711,ETH-28NOV25-4900-P,0.7705,0.7795,116.0,0.775416,1763777713878,,0.0,0.0,143.82,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.775,2025-11-28,4900.0,P,0.01642710472279261,0.02034663879748581
0.161,0.161,0.161,ETH-12DEC25-3150-P,0.112,0.2375,15.0,0.16779,1763777713878,0.0,0.0,7.0,78.51,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,3132.91,0.17475,2025-12-12,3150.0,P,0.05475701574264202,-0.05018986500879657
0.1515,0.147,0.1515,ETH-26JUN26-3500-C,0.145,0.148,583.0,0.146271,1763777713878,3.0612,0.0,85.0,73.72,2812.38,ETH-26JUN26,2758.38,ETH,ETH,35280.1,0.1465,2026-06-26,3500.0,C,0.5913757700205339,-0.0026178819892971783
,,0.5955,ETH-26JUN26-7200-P,1.4595,1.747,76.0,1.586595,1763777713878,,0.0,0.0,80.27,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,1.60325,2026-06-26,7200.0,P,0.5913757700205339,-0.00011549994082459095
,,0.234,ETH-25SEP26-2800-P,0.25,0.2555,659.0,0.253462,1763777713878,,0.0,0.0,73.16,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.25275,2026-09-25,2800.0,P,0.840520191649555,-0.0006586171825799731
,,0.4265,ETH-26JUN26-5800-P,0.996,1.252,44.0,1.107236,1763777713878,,0.0,0.0,77.34,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,1.124,2026-06-26,5800.0,P,0.5913757700205339,-0.00021848029908770082
0.0009,0.0005,0.0006,ETH-28NOV25-3900-C,0.0003,0.0006,9808.0,0.000424,1763777713878,20.0,0.0,259.0,108.98,2759.61,ETH-28NOV25,2758.38,ETH,ETH,528.83,0.00045,2025-11-28,3900.0,C,0.01642710472279261,
,,0.101,ETH-25SEP26-6200-C,0.0655,0.0685,1051.0,0.066646,1763777713878,,0.0,0.0,76.43,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.067,2026-09-25,6200.0,C,0.840520191649555,-0.003373187586944411
,,0.4375,ETH-26DEC25-1800-C,0.3555,0.3585,1886.0,0.356527,1763777713878,,0.0,0.0,94.94,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,0.357,2025-12-26,1800.0,C,0.09308692676249145,-0.005213697654373584
,,,ETH-23NOV25-2400-C,0.1,0.168,0.0,0.130407,1763777713878,,0.0,0.0,111.6,2759.0383091049594,SYN.ETH-23NOV25,2758.38,ETH,ETH,0.0,0.134,2025-11-23,2400.0,C,0.0027378507871321013,-0.34048610621698694
0.009,0.0043,0.0043,ETH-28NOV25-3200-C,0.0042,0.0046,5903.0,0.004397,1763777713878,-49.4118,0.0,697.0,81.88,2759.61,ETH-28NOV25,2758.38,ETH,ETH,14078.94,0.0044,2025-11-28,3200.0,C,0.01642710472279261,-5.128580977405923
0.005,0.002,0.002,ETH-23NOV25-2950-C,0.0005,0.0008,172.0,0.000579,1763777713878,-55.5556,0.0,117.0,64.49,2759.3402974526534,SYN.ETH-23NOV25,2758.38,ETH,ETH,1406.92,0.00065,2025-11-23,2950.0,C,0.0027378507871321013,
0.7167,0.632,0.6516,ETH-26JUN26-4400-P,0.556,0.78,4403.0,0.651963,1763777713878,-3.7803,0.0,2506.0,74.66,2812.56,ETH-26JUN26,2758.38,ETH,ETH,4582344.48,0.668,2026-06-26,4400.0,P,0.5913757700205339,-0.0004772864683433579
,,0.236,ETH-30JAN26-4500-P,0.558,0.7345,2.0,0.636708,1763777713878,,0.0,0.0,78.41,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,0.0,0.64625,2026-01-30,4500.0,P,0.188911704312115,-0.0022130690601008056
0.0014,0.0012,0.0012,ETH-26DEC25-5700-C,0.0011,0.0016,7338.0,0.001241,1763777713878,-14.2857,0.0,34.0,99.1,2766.24,ETH-26DEC25,2758.38,ETH,ETH,126.05,0.00135,2025-12-26,5700.0,C,0.09308692676249145,-0.3497071840612275
0.0001,0.0001,0.0001,ETH-28NOV25-5100-C,,0.0002,5827.0,6.7e-05,1763777713878,0.0,0.0,25.0,150.65,2759.61,ETH-28NOV25,2758.38,ETH,ETH,6.88,,2025-11-28,5100.0,C,0.01642710472279261,
,,,ETH-25SEP26-5600-P,0.9345,1.2065,0.0,1.051294,1763777713878,,0.0,0.0,75.5,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.0705,2026-09-25,5600.0,P,0.840520191649555,-3.928933817188957e-05
0.0855,0.079,0.0855,ETH-25SEP26-5500-C,0.0825,0.086,27.0,0.084156,1763777713878,6.875,0.0,13.0,75.38,2842.1,ETH-25SEP26,2758.38,ETH,ETH,2889.26,0.08425,2026-09-25,5500.0,C,0.840520191649555,-0.002737283908497353
0.0355,0.0175,0.027,ETH-28NOV25-2900-C,0.0215,0.0225,5829.0,0.022368,1763777713878,-23.9437,0.0,898.0,80.56,2759.8,ETH-28NOV25,2758.38,ETH,ETH,56661.69,0.022,2025-11-28,2900.0,C,0.01642710472279261,-2.1714689527746573
,,,ETH-25NOV25-3100-P,0.0755,0.183,0.0,0.125402,1763777713878,,0.0,0.0,78.13,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,0.0,0.12925,2025-11-25,3100.0,P,0.008213552361396304,-0.40157546131464317
,,0.3675,ETH-30JAN26-4100-P,0.426,0.595,27.0,0.500944,1763777713878,,0.0,0.0,76.26,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,0.0,0.5105,2026-01-30,4100.0,P,0.188911704312115,-0.0030266993606593785
0.0014,0.0013,0.0014,ETH-26DEC25-5800-C,0.001,0.0015,3365.0,0.001195,1763777713878,7.6923,0.0,73.0,100.63,2766.24,ETH-26DEC25,2758.38,ETH,ETH,258.27,0.00125,2025-12-26,5800.0,C,0.09308692676249145,-0.34636419179004296
0.465,0.465,0.465,ETH-26DEC25-4000-P,0.4485,0.4595,13089.0,0.454391,1763777713878,0.0,0.0,20.0,80.06,2766.24,ETH-26DEC25,2758.38,ETH,ETH,25462.28,0.454,2025-12-26,4000.0,P,0.09308692676249145,-0.0003236010798485134
0.0435,0.0285,0.0285,ETH-24NOV25-2800-P,0.03,0.031,291.0,0.030341,1763777713878,-3.3898,0.0,83.0,70.28,2759.943007068239,SYN.ETH-24NOV25,2758.38,ETH,ETH,7762.81,0.0305,2025-11-24,2800.0,P,0.0054757015742642025,-8.57596245567753
0.0535,0.0405,0.0495,ETH-25NOV25-2800-P,0.037,0.0385,238.0,0.03732,1763777713878,6.4516,0.0,238.0,77.5,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,29115.84,0.03775,2025-11-25,2800.0,P,0.008213552361396304,-3.787768131543193
0.6555,0.5885,0.589,ETH-26JUN26-4200-P,0.4975,0.716,2155.0,0.590848,1763777713878,-10.1449,0.0,10.0,74.36,2812.56,ETH-26JUN26,2758.38,ETH,ETH,16782.47,0.60675,2026-06-26,4200.0,P,0.5913757700205339,-0.0005260466251612783
0.051,0.0255,0.032,ETH-24NOV25-2700-C,0.0345,0.037,432.0,0.03554,1763777713878,-37.2549,0.0,499.0,75.39,2759.5422379621227,SYN.ETH-24NOV25,2758.38,ETH,ETH,41600.57,0.03575,2025-11-24,2700.0,C,0.0054757015742642025,-5.623108226616943
0.159,0.156,0.1585,ETH-26JUN26-3400-C,0.154,0.157,181.0,0.155343,1763777713878,1.6026,0.0,115.0,73.67,2812.38,ETH-26JUN26,2758.38,ETH,ETH,49843.04,0.1555,2026-06-26,3400.0,C,0.5913757700205339,-0.002304518013806434
0.025,0.017,0.02,ETH-5DEC25-3100-C,0.0195,0.0205,14554.0,0.020109,1763777713878,0.0,0.0,413.0,78.81,2761.53,ETH-5DEC25,2758.38,ETH,ETH,24009.87,0.02,2025-12-05,3100.0,C,0.03559206023271732,-0.63008588369078
,,,ETH-25SEP26-7500-P,1.5465,1.8625,0.0,1.684248,1763777713878,,0.0,0.0,78.38,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.7045,2026-09-25,7500.0,P,0.840520191649555,6.0216860803073374e-05
,,0.373,ETH-25SEP26-2200-C,0.3625,0.3675,36.0,0.364379,1763777713878,,0.0,0.0,73.93,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.365,2026-09-25,2200.0,C,0.840520191649555,-0.0006012487423084905
0.067,0.067,0.067,ETH-24NOV25-2900-P,0.0545,0.058,345.0,0.056699,1763777713878,0.0,0.0,18.0,70.21,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,3310.2,0.05625,2025-11-24,2900.0,P,0.0054757015742642025,-2.8521967594276587
0.1275,0.117,0.1275,ETH-30JAN26-2800-C,0.1245,0.1265,33.0,0.125358,1763777713878,2.0,0.0,9.0,74.68,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,3075.06,0.1255,2026-01-30,2800.0,C,0.188911704312115,-0.009423662094941753
,,,ETH-25SEP26-5500-P,0.9035,1.173,0.0,1.019066,1763777713878,,0.0,0.0,75.38,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.03825,2026-09-25,5500.0,P,0.840520191649555,9.966379612534219e-05
0.0065,0.0024,0.0025,ETH-24NOV25-3025-C,0.0012,0.0015,831.0,0.001307,1763777713878,-61.5385,0.0,651.0,72.41,2759.5422379621227,SYN.ETH-24NOV25,2758.38,ETH,ETH,10297.48,0.00135,2025-11-24,3025.0,C,0.0054757015742642025,
,,,ETH-25NOV25-2650-C,0.0535,0.06,0.0,0.054785,1763777713878,,0.0,0.0,84.36,2759.438985462976,SYN.ETH-25NOV25,2758.38,ETH,ETH,0.0,0.05675,2025-11-25,2650.0,C,0.008213552361396304,-2.191226451673622
,,,ETH-25SEP26-5400-P,0.8725,1.1395,0.0,0.986835,1763777713878,,0.0,0.0,75.21,2842.1,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.006,2026-09-25,5400.0,P,0.840520191649555,0.00010660290234295495
0.0205,0.0128,0.0135,ETH-12DEC25-2200-P,0.0135,0.0145,2779.0,0.014149,1763777713878,5.4688,0.0,1704.0,91.21,2763.8999999999996,SYN.ETH-12DEC25,2758.38,ETH,ETH,72527.33,0.014,2025-12-12,2200.0,P,0.05475701574264202,-0.4123047602839299
,,0.284,ETH-25SEP26-3400-P,0.3895,0.3995,987.0,0.396566,1763777713878,,0.0,0.0,73.18,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.3945,2026-09-25,3400.0,P,0.840520191649555,-0.00043076612086500996
0.012,0.01,0.012,ETH-27MAR26-1300-P,0.0095,0.011,1637.0,0.010396,1763777713878,20.0,0.0,131.0,87.8,2789.74,ETH-27MAR26,2758.38,ETH,ETH,4217.02,0.01025,2026-03-27,1300.0,P,0.34223134839151265,-0.014570639189464704
0.057,0.0417,0.053,ETH-26DEC25-3100-C,0.0475,0.049,2946.0,0.048574,1763777713878,-1.8519,0.0,1503.0,75.26,2766.06,ETH-26DEC25,2758.38,ETH,ETH,204188.69,0.04825,2025-12-26,3100.0,C,0.09308692676249145,-0.0848727999696155
0.0047,0.0044,0.0047,ETH-27MAR26-9000-C,0.004,0.0048,3791.0,0.0043,1763777713878,2.1739,0.0,22.0,90.2,2789.74,ETH-27MAR26,2758.38,ETH,ETH,281.64,0.0044,2026-03-27,9000.0,C,0.34223134839151265,-0.02914592782074711
0.1645,0.1645,0.1645,ETH-12DEC25-2400-C,0.157,0.16,7.0,0.158068,1763777713878,0.0,0.0,7.0,85.43,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,3205.68,0.1585,2025-12-12,2400.0,C,0.05475701574264202,-0.03536155738853377
0.1195,0.113,0.1175,ETH-12DEC25-2950-P,0.1115,0.116,257.0,0.11471,1763777713878,2.6201,0.0,129.0,78.51,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,41352.97,0.11375,2025-12-12,2950.0,P,0.05475701574264202,-0.08160635296663796
,,,ETH-26JUN26-500-C,0.8225,0.8265,0.0,0.823947,1763777713878,,0.0,0.0,103.81,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.8245,2026-06-26,500.0,C,0.5913757700205339,-4.412128124171355e-05
0.0003,0.0002,0.0002,ETH-26DEC25-9000-C,0.0001,0.0003,16413.0,0.000179,1763777713878,-33.3333,0.0,90.0,124.13,2766.24,ETH-26DEC25,2758.38,ETH,ETH,66.48,0.0002,2025-12-26,9000.0,C,0.09308692676249145,-0.5422371603355327
0.047,0.047,0.047,ETH-26JUN26-5800-C,0.044,0.0465,533.0,0.045058,1763777713878,0.0,0.0,2.0,77.34,2812.38,ETH-26JUN26,2758.38,ETH,ETH,263.27,0.04525,2026-06-26,5800.0,C,0.5913757700205339,-0.005708524486157684
,,,ETH-24NOV25-3150-P,,,0.0,0.14216,1763777713878,,0.0,0.0,80.78,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,0.0,,2025-11-24,3150.0,P,0.0054757015742642025,-0.3116948271203223
0.045,0.045,0.045,ETH-25SEP26-7400-C,0.046,0.048,425.0,0.046996,1763777713878,0.0,0.0,1.0,78.24,2842.1,ETH-25SEP26,2758.38,ETH,ETH,120.72,0.047,2026-09-25,7400.0,C,0.840520191649555,-0.0037627707479155324
,,0.235,ETH-26JUN26-2800-C,0.2235,0.227,787.0,0.225222,1763777713878,,0.0,0.0,73.76,2812.56,ETH-26JUN26,2758.38,ETH,ETH,0.0,0.22525,2026-06-26,2800.0,C,0.5913757700205339,-0.0014247632128446394
,,0.7,ETH-25SEP26-5200-P,0.8105,1.073,1.0,0.923048,1763777713878,,0.0,0.0,74.93,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,0.94175,2026-09-25,5200.0,P,0.840520191649555,-3.8060785743530284e-05
,,,ETH-25SEP26-14000-P,3.715,4.2025,0.0,3.938079,1763777713878,,0.0,0.0,85.61,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,3.95875,2026-09-25,14000.0,P,0.840520191649555,0.0001002049892673302
,,0.732,ETH-28NOV25-5200-P,,,9.0,0.884098,1763777713878,,0.0,0.0,154.92,2759.8,ETH-28NOV25,2758.38,ETH,ETH,0.0,,2025-11-28,5200.0,P,0.01642710472279261,0.010229666776178693
0.0545,0.0275,0.0355,ETH-5DEC25-2600-P,0.036,0.037,1499.0,0.036399,1763777713878,22.4138,0.0,743.0,83.16,2761.3,ETH-5DEC25,2758.38,ETH,ETH,88163.36,0.0365,2025-12-05,2600.0,P,0.03559206023271732,-0.3923648564270809
0.3195,0.3195,0.3195,ETH-30JAN26-3500-P,0.3025,0.316,866.0,0.311055,1763777713878,0.0,0.0,1.0,74.2,2775.542307692308,SYN.ETH-30JAN26,2758.38,ETH,ETH,870.65,0.30925,2026-01-30,3500.0,P,0.188911704312115,-0.005447182691314022
0.057,0.047,0.0545,ETH-27MAR26-2000-P,0.05,0.0515,5752.0,0.05085,1763777713878,13.5417,0.0,399.0,77.31,2789.56,ETH-27MAR26,2758.38,ETH,ETH,59206.88,0.05075,2026-03-27,2000.0,P,0.34223134839151265,-0.006710137724236596
,,,ETH-26JUN26-15000-P,4.1035,4.6065,0.0,4.337778,1763777713879,,0.0,0.0,91.63,2812.38,ETH-26JUN26,2758.38,ETH,ETH,0.0,4.355,2026-06-26,15000.0,P,0.5913757700205339,0.00012024914183338638
,,,ETH-25SEP26-6400-P,1.188,1.4795,0.0,1.314179,1763777713879,,0.0,0.0,76.75,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.33375,2026-09-25,6400.0,P,0.840520191649555,1.7219101951111323e-05
,,,ETH-26DEC25-5700-P,0.971,1.1645,0.0,1.061606,1763777713879,,0.0,0.0,99.1,2766.06,ETH-26DEC25,2758.38,ETH,ETH,0.0,1.06775,2025-12-26,5700.0,P,0.09308692676249145,0.002907274952927784
,,0.154,ETH-28NOV25-4700-P,0.6985,0.7065,1053.0,0.702993,1763777713879,,0.0,0.0,139.32,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.7025,2025-11-28,4700.0,P,0.01642710472279261,0.020846694339689456
,,,ETH-12DEC25-3300-P,0.1545,0.2845,0.0,0.212637,1763777713879,,0.0,0.0,78.78,2763.186666666667,SYN.ETH-12DEC25,2758.38,ETH,ETH,0.0,0.2195,2025-12-12,3300.0,P,0.05475701574264202,-0.035476018800604144
,,0.9975,ETH-27MAR26-6200-P,1.1305,1.366,3.0,1.23598,1763777713879,,0.0,0.0,81.66,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,1.24825,2026-03-27,6200.0,P,0.34223134839151265,0.0002470163339441451
,,,ETH-25SEP26-6600-P,1.254,1.548,0.0,1.380803,1763777713879,,0.0,0.0,77.03,2842.28,ETH-25SEP26,2758.38,ETH,ETH,0.0,1.401,2026-09-25,6600.0,P,0.840520191649555,1.837338719224643e-05
0.261,0.261,0.261,ETH-25SEP26-2800-C,0.2665,0.2705,10.0,0.268417,1763777713879,0.0,0.0,1.0,73.16,2842.28,ETH-25SEP26,2758.38,ETH,ETH,698.94,0.2685,2026-09-25,2800.0,C,0.840520191649555,-0.0009750516369871719
0.038,0.013,0.013,ETH-24NOV25-2700-P,0.0135,0.0145,462.0,0.014153,1763777713879,-23.5294,0.0,506.0,75.39,2759.2386472839676,SYN.ETH-24NOV25,2758.38,ETH,ETH,27672.76,0.014,2025-11-24,2700.0,P,0.0054757015742642025,
,,0.403,ETH-27MAR26-4800-P,0.739,0.7615,109.0,0.752847,1763777713879,,0.0,0.0,76.99,2789.74,ETH-27MAR26,2758.38,ETH,ETH,0.0,0.75025,2026-03-27,4800.0,P,0.34223134839151265,9.557646561620546e-06
,,0.6555,ETH-26DEC25-6500-P,1.3405,1.3575,144.0,1.350187,1763777713879,,0.0,0.0,105.93,2766.24,ETH-26DEC25,2758.38,ETH,ETH,0.0,1.349,2025-12-26,6500.0,P,0.09308692676249145,0.0015696079728147014
0.0825,0.0655,0.0741,ETH-26DEC25-2900-C,0.0715,0.073,2432.0,0.072254,1763777713879,-10.1818,0.0,1612.0,75.64,2766.06,ETH-26DEC25,2758.38,ETH,ETH,315795.44,0.07225,2025-12-26,2900.0,C,0.09308692676249145,-0.062423036216096975
0.0018,0.0017,0.0017,ETH-26DEC25-5300-C,0.0016,0.0021,4266.0,0.001775,1763777713879,-5.5556,0.0,3.0,95.05,2766.06,ETH-26DEC25,2758.38,ETH,ETH,14.2,0.00185,2025-12-26,5300.0,C,0.09308692676249145,-0.3195323207697726
0.0001,0.0001,0.0001,ETH-28NOV25-5300-C,,0.0002,2603.0,6.7e-05,1763777713879,0.0,0.0,2.0,159.11,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.55,,2025-11-28,5300.0,C,0.01642710472279261,
0.127,0.1045,0.127,ETH-26JUN26-2200-P,0.1095,0.1125,6443.0,0.110875,1763777713879,16.5138,0.0,13.0,74.97,2812.56,ETH-26JUN26,2758.38,ETH,ETH,4139.23,0.111,2026-06-26,2200.0,P,0.5913757700205339,-0.0022944662297106426
0.036,0.0209,0.036,ETH-5DEC25-2950-C,0.033,0.034,188.0,0.033626,1763777713879,2.8571,0.0,104.0,78.82,2761.28,ETH-5DEC25,2758.38,ETH,ETH,6149.92,0.0335,2025-12-05,2950.0,C,0.03559206023271732,-0.47072047347160206
,,0.22,ETH-28NOV25-2400-C,0.1295,0.153,19.0,0.139465,1763777713879,,0.0,0.0,100.51,2759.61,ETH-28NOV25,2758.38,ETH,ETH,0.0,0.14125,2025-11-28,2400.0,C,0.01642710472279261,-0.2861006219995011
